filename,learning_rate,epoch,l1_penalty,l2_penalty,accuracy,accuracy_std,recall,recall_std,specificity,specificity_std,auc,auc_std,balanced_accuracy,balanced_accuracy_std,f1,f1_std
Model-46.npz,1,150,1.0,1.0,0.617995337995338,0.09329507702809238,0.1,0.30000000000000004,0.9,0.3,0.5,0.0,0.5,0.0,0.05057471264367817,0.15172413793103448
Model-43.npz,1,150,1.0,0.03,0.6839160839160839,0.08414059580759246,0.4379446640316206,0.2250608989920042,0.8163344407530453,0.08696561076105908,0.6803450509719469,0.1314103077929804,0.627139552392333,0.11060705926644152,0.470223738299594,0.17684361097073542
Model-48.npz,1,150,1.0,3.0,0.4457575757575757,0.13255162515063024,0.450592885375494,0.13311417359445932,0.4422480620155039,0.16629393058002176,0.446420473695499,0.1241880059359977,0.446420473695499,0.12418800593599771,0.36719568117228424,0.1131505959007672
Model-41.npz,1,150,1.0,0,0.6854312354312355,0.0535281835596586,0.38122529644268777,0.2025020615726668,0.8490586932447396,0.07150630604918562,0.7022537960859496,0.10574599914535875,0.6151419948437138,0.08260178488534596,0.4351964353957475,0.15165374112152336
Model-45.npz,1,150,1.0,0.07,0.6440326340326341,0.0791932064320578,0.3065217391304348,0.19583464561669217,0.8260797342192691,0.10716523212475092,0.6130887817945452,0.15522109146216062,0.566300736674852,0.09539470987445649,0.3542434806921688,0.1770519091593531
Model-42.npz,1,150,1.0,0.01,0.700932400932401,0.05484318956207667,0.3990118577075098,0.21991430288632016,0.8639534883720931,0.10325881228089442,0.6859714434537489,0.13980360851093476,0.6314826730398014,0.08213002228825343,0.4445128572864957,0.19868590815359535
Model-44.npz,1,150,1.0,0.05,0.660909090909091,0.1088829153998862,0.5128458498023715,0.19892705762067808,0.740753045404208,0.1894991876689777,0.7053269952157717,0.11983230443515917,0.6267994476032899,0.09855502013050789,0.5017161981068595,0.1396583652736286
Model-50.npz,1,150,2.0,0.01,0.6439860139860141,0.1031729149380699,0.37114624505928856,0.2451896249089204,0.7907530454042082,0.09291952569642396,0.6262156448202959,0.14268122456489105,0.5809496452317483,0.13048727645518632,0.39666980258222984,0.20298061008185575
Model-51.npz,1,150,2.0,0.03,0.6287179487179487,0.08415362649620171,0.4199604743083004,0.16343108794857103,0.7405869324473976,0.06920365375129958,0.6347219851264342,0.13697140957761125,0.580273703377849,0.09952649922173243,0.4354990624399032,0.13537525772807257
Model-47.npz,1,150,1.0,2.0,0.6656177156177157,0.04185785111101797,0.4249011857707511,0.13331940227284053,0.7951827242524916,0.08488949983181988,0.6636919534796177,0.07919333675585606,0.6100419550116214,0.05003644970902244,0.4627461722045079,0.07796639410610862
Model-52.npz,1,150,2.0,0.05,0.6425174825174825,0.09187693516980415,0.5221343873517786,0.17422223682653126,0.7075858250276855,0.11728287127380245,0.6728612136094442,0.10010761824700933,0.6148601061897321,0.09967375448667691,0.49787758754359235,0.1360651032287454
Model-49.npz,1,150,2.0,0,0.6885780885780888,0.047961583763432326,0.525691699604743,0.12055335968379446,0.7760797342192691,0.06977631823159094,0.7262169579661996,0.06771728481413668,0.6508857169120061,0.05642667984832587,0.5371630306870446,0.07485032609730274
Model-56.npz,1,150,2.0,3.0,0.4031235431235432,0.11465480860972874,0.3808300395256917,0.15724582485291425,0.4142303433001107,0.14514750597688295,0.39753019141290125,0.11305303395697466,0.39753019141290125,0.11305303395697468,0.3065001017975074,0.1289387658718331
Model-54.npz,1,150,2.0,1.0,0.617995337995338,0.09329507702809238,0.1,0.30000000000000004,0.9,0.3,0.5,0.0,0.5,0.0,0.05057471264367817,0.15172413793103448
Model-53.npz,1,150,2.0,0.07,0.6639393939393938,0.06996580671942133,0.4812252964426877,0.10984747250414008,0.7622369878183832,0.08287251683309511,0.6567889643218259,0.11521089120894897,0.6217311421305355,0.0744106984002644,0.4997620119583351,0.09991559555141834
Model-55.npz,1,150,2.0,2.0,0.6414452214452215,0.11820245057894646,0.3824110671936759,0.23213605640274104,0.7816722037652271,0.1407013788434909,0.6041798528401157,0.20517964965298557,0.5820416354794514,0.1316980023300078,0.40240704160644897,0.22119067771573284
Model-62.npz,1,150,3.0,1.0,0.617995337995338,0.09329507702809238,0.1,0.30000000000000004,0.9,0.3,0.5,0.0,0.5,0.0,0.05057471264367817,0.15172413793103448
Model-64.npz,1,150,3.0,3.0,0.4351515151515152,0.09135155012445423,0.41581027667984183,0.14133184729235593,0.44501661129568104,0.09256798428791138,0.4304134439877615,0.09811440763682734,0.43041344398776155,0.09811440763682731,0.33773622899147676,0.10893244634658025
Model-60.npz,1,150,3.0,0.05,0.6747785547785548,0.06089279490685936,0.5683794466403163,0.15657163735319113,0.7312846068660022,0.07899289701692674,0.7091427783541029,0.074825050966648,0.6498320267531592,0.07559777992113038,0.5424896103024303,0.10763193372762722
Model-61.npz,1,150,3.0,0.07,0.6824242424242424,0.04868204474373475,0.5549407114624505,0.1842863917051261,0.7497231450719821,0.07759448979486154,0.6974993324841656,0.09430180376613333,0.6523319282672164,0.07313405676030058,0.5317459380872342,0.1451030723569607
Model-57.npz,1,150,3.0,0,0.6839860139860141,0.08015720517807964,0.5683794466403163,0.18629184337610166,0.7449612403100775,0.13090717497299822,0.7158516407758067,0.09783374264751897,0.6566703434751969,0.08637499090653285,0.5432449174408277,0.1361564867248954
Model-58.npz,1,150,3.0,0.01,0.6641025641025642,0.08869909536110936,0.5268774703557313,0.21429195587660088,0.7385935769656701,0.11130131443625219,0.6906549971767364,0.11108347222067955,0.6327355236607006,0.10608198950443731,0.5007361529447257,0.18268913588897395
Model-66.npz,0.5,150,0,0.01,0.695058275058275,0.09639526378851854,0.500197628458498,0.19593832629612828,0.7999446290143964,0.10056293284888829,0.6943476728866012,0.1722189898988759,0.6500711287364471,0.11184111093347225,0.5215243995446965,0.17473495933560143
Model-59.npz,1,150,3.0,0.03,0.7039860139860139,0.09383206313562673,0.582411067193676,0.20741396239743237,0.7686046511627908,0.13836575590259986,0.7363703115219798,0.10192444780289421,0.6755078591782333,0.10399165281611893,0.5652270635747214,0.16343119129192482
Model-67.npz,0.5,150,0,0.03,0.7008857808857809,0.08684707827757976,0.5126482213438734,0.19314317315109736,0.8017165005537098,0.13724175464463603,0.7414822790960305,0.0773250801753751,0.6571823609487917,0.09314870304288987,0.5287044055514005,0.15977539045396413
Model-63.npz,1,150,3.0,2.0,0.6778554778554778,0.06321143681279118,0.500395256916996,0.17919093410914888,0.7741971207087486,0.08321682565391945,0.6956380575945793,0.10760825923885098,0.6372961888128723,0.08164300399752006,0.5093949040954986,0.1164522503951417
Model-65.npz,0.5,150,0,0,0.7453379953379954,0.06408325625729282,0.6045454545454545,0.15752971740938657,0.8212624584717607,0.10089158819271639,0.7766091508760871,0.04381321758188446,0.7129039565086077,0.07277470645030881,0.6183130758130757,0.09565742905417528
Model-69.npz,0.5,150,0,0.07,0.6810023310023311,0.0920045911355494,0.5345849802371542,0.22639502284594687,0.7597452934662237,0.13131388880330175,0.711588512599635,0.08741036158981738,0.647165136851689,0.10767114433250329,0.5109462602735028,0.20812949628404145
Model-70.npz,0.5,150,0,1.0,0.6306526806526808,0.06895160451224668,0.2199604743083004,0.15058730914120733,0.8521594684385383,0.10058212310964024,0.5424559767835804,0.17161257110726824,0.5360599713734193,0.07612486266116449,0.27001154584206377,0.1812787800676075
Model-71.npz,0.5,150,0,2.0,0.6503030303030304,0.005989179245781506,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Model-76.npz,0.5,150,0.01,0.05,0.63995337995338,0.10915803923423846,0.4519762845849802,0.20451642878970305,0.7409191583610188,0.10019989917034687,0.6384150985516002,0.16931224055615438,0.5964477214729995,0.12576044102318784,0.4552987572913162,0.19325964857306968
Model-72.npz,0.5,150,0,3.0,0.6471561771561771,0.06256594805847586,0.4067193675889328,0.16771845990117798,0.7760797342192691,0.11525978397988705,0.6458707032771744,0.10488239705548467,0.591399550904101,0.06987743458193793,0.42890180710053755,0.13576059197687632
Model-75.npz,0.5,150,0.01,0.03,0.69011655011655,0.08710642264408833,0.4776679841897232,0.21069093863833546,0.8042635658914727,0.14252694977989447,0.7356327612394347,0.09506523032102851,0.6409657750405982,0.0960034841587062,0.49747622728447877,0.16261170202608202
Model-78.npz,0.5,150,0.01,1.0,0.6260372960372961,0.06998304520245197,0.23300395256916998,0.13590301420823522,0.8379844961240309,0.094927640482133,0.5606730310471464,0.16472700026035686,0.5354942243466005,0.075639969017141,0.2882604514080425,0.15952307186770312
