filename,learning_rate,epoch,l1_penalty,l2_penalty,accuracy,accuracy_std,recall,recall_std,specificity,specificity_std,auc,auc_std,balanced_accuracy,balanced_accuracy_std,f1,f1_std
Model-68.npz,0.5,150,0,0.05,0.6506759906759907,0.10676353044002368,0.4565217391304347,0.21920372756911186,0.7551495016611296,0.11733183708637791,0.6429668999689222,0.1658832725973204,0.6058356203957821,0.1231703995075676,0.4561388427936877,0.2060262392858163
Model-77.npz,0.5,150,0.01,0.07,0.6733333333333335,0.08253968331590708,0.5215415019762845,0.21608744815224545,0.7550387596899224,0.12749527447799722,0.7159479381420737,0.07701340816127027,0.6382901308331036,0.09727782148274525,0.4994474566889731,0.19801965923594106
Model-73.npz,0.5,150,0.01,0,0.726993006993007,0.07650041400686948,0.5743083003952568,0.1765967034321702,0.809579180509413,0.09872398290342085,0.748740693078408,0.08119858046259573,0.691943740452335,0.08939164517960109,0.5868748206119571,0.12596852287552238
Model-79.npz,0.5,150,0.01,2.0,0.6503030303030304,0.005989179245781506,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Model-74.npz,0.5,150,0.01,0.01,0.6736829836829837,0.10568901579813227,0.44762845849802374,0.16780332043845111,0.7952934662236988,0.10910558713309204,0.6823979357346395,0.16514689905261776,0.6214609623608613,0.11437773410848794,0.4871252139176132,0.16322787812423684
Model-80.npz,0.5,150,0.01,3.0,0.6456177156177156,0.06123344359555143,0.4023715415019763,0.16862282694486097,0.7760797342192691,0.11525978397988705,0.6468137608936396,0.10513957635905186,0.5892256378606227,0.0687816533890338,0.4246976028963333,0.13455787167045788
Model-86.npz,0.5,150,0.03,1.0,0.6260372960372961,0.06998304520245197,0.2503952569169961,0.1327558781002905,0.8284606866002214,0.09249666381765309,0.5655382366201376,0.16750766570186493,0.5394279717586088,0.07562987824103241,0.30510255667120034,0.15820093368558172
Model-87.npz,0.5,150,0.03,2.0,0.6503030303030304,0.005989179245781506,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Model-85.npz,0.5,150,0.03,0.07,0.677972027972028,0.08402888365393184,0.5173913043478261,0.2187539042710258,0.7644518272425248,0.12336382213838358,0.7153421401651937,0.07592620427330553,0.6409215657951756,0.10033671433498019,0.5006371212872444,0.20168062180382068
Model-84.npz,0.5,150,0.03,0.05,0.6384382284382285,0.101589694811013,0.41719367588932804,0.21441084801928254,0.7574750830564783,0.11231660147076318,0.6431069688653106,0.16127045033098417,0.5873343794729033,0.11829075022897535,0.42456729998256665,0.2055120329309334
Model-81.npz,0.5,150,0.03,0,0.706993006993007,0.08284560682189657,0.4869565217391304,0.22812043316017083,0.8258028792912514,0.11148647854917623,0.7222837576983179,0.11314100794070671,0.6563797005151908,0.1044210943756268,0.5133843544541219,0.17870270315130385
Model-88.npz,0.5,150,0.03,3.0,0.641002331002331,0.056381781134868456,0.38498023715415025,0.17437461207178995,0.7784606866002215,0.11419974156483306,0.6483619599140328,0.10653231917932426,0.5817204618771858,0.06604870052447746,0.4065537178986093,0.14512846342011212
Model-82.npz,0.5,150,0.03,0.01,0.6613986013986015,0.10812053227689784,0.4434782608695652,0.23728290312590727,0.7784053156146179,0.10180879891404788,0.6571144056482783,0.17864361231044493,0.6109417882420917,0.13115925352195104,0.4545513836144043,0.22358244297804902
Model-83.npz,0.5,150,0.03,0.03,0.6870629370629371,0.08268661962101119,0.4954545454545454,0.22731920817014023,0.7901439645625692,0.12235309035338345,0.7136705054298583,0.10183045543528071,0.6427992550085574,0.10160545756168594,0.4951124017487766,0.19677011909753284
Model-91.npz,0.5,150,0.05,0.03,0.684032634032634,0.07903887207944489,0.47806324110671944,0.23929607499446523,0.7947951273532669,0.12410519257479011,0.6996606612127341,0.10590290674579017,0.6364291842299931,0.10106139161603737,0.47751887988046715,0.2081893082210382
Model-90.npz,0.5,150,0.05,0.01,0.6737762237762238,0.11233638106629082,0.4041501976284584,0.23529118404544222,0.8186600221483943,0.1253101189907267,0.6904938085170642,0.16440008658072686,0.6114051098884263,0.1301559963560978,0.4353328013538997,0.2434068170290144
Model-92.npz,0.5,150,0.05,0.05,0.6718181818181819,0.08159163809818415,0.5088932806324111,0.17915485758804028,0.7597452934662237,0.09517995405234149,0.6962207660893203,0.11898264634053994,0.6343192870493175,0.09535378762908346,0.5091330376934349,0.15012233865867272
Model-89.npz,0.5,150,0.05,0,0.6995337995337996,0.08593454363840072,0.49980237154150203,0.24264791229770805,0.8069767441860465,0.09283064222651306,0.7090214217868415,0.11593483601706778,0.6533895578637743,0.11467196836828081,0.50813012488698,0.20941283019956064
Model-94.npz,0.5,150,0.05,1.0,0.6244988344988346,0.07103788021964555,0.2503952569169961,0.1327558781002905,0.8261351052048725,0.09541723860781565,0.5650326754472357,0.17267135365463251,0.5382651810609344,0.07601487388283651,0.3042895485411191,0.1580327842970718
Model-95.npz,0.5,150,0.05,2.0,0.6503030303030304,0.005989179245781506,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Model-93.npz,0.5,150,0.05,0.07,0.6748717948717949,0.08148704065912904,0.5,0.20519887612353424,0.7691029900332225,0.11684668714755042,0.7191383355437957,0.07514007661091007,0.6345514950166113,0.0962271318636349,0.49499081510050746,0.17761859579308553
Model-96.npz,0.5,150,0.05,3.0,0.6394638694638695,0.055157450710831404,0.3806324110671937,0.1736190472268758,0.7784606866002215,0.11419974156483306,0.6512646689340319,0.10724150901525883,0.5795465488337076,0.06463288276646838,0.40270756405245545,0.14309643403918665
Model-98.npz,0.5,150,0.07,0.01,0.6948018648018649,0.06288731954623335,0.4300395256916996,0.24304315364731227,0.8373754152823919,0.1090308135835382,0.7273898161158019,0.10115180366866143,0.6337074704870458,0.09286232361914126,0.45479866130915736,0.21094533898152878
Model-99.npz,0.5,150,0.07,0.03,0.6686480186480187,0.08609671576251916,0.48695652173913045,0.20385871235630665,0.7662790697674418,0.09129983782232466,0.6747025724528253,0.13279295289604529,0.6266177957532861,0.10535228800288256,0.4907936089944851,0.17028481497063822
Model-101.npz,0.5,150,0.07,0.07,0.6825874125874126,0.076307065834003,0.5,0.1986456038446932,0.7808416389811738,0.10418424317225523,0.7002685383372947,0.0934365694210779,0.640420819490587,0.09277037110270986,0.5021228210469785,0.17695732116982552
Model-100.npz,0.5,150,0.07,0.05,0.6610256410256411,0.08580228019409979,0.45652173913043476,0.2159709257426616,0.7715393133997784,0.09353901738289809,0.6579154246494995,0.135327045232713,0.6140305262651067,0.10741552589730241,0.46330074366566165,0.18565932884354555
Model-102.npz,0.5,150,0.07,1.0,0.622960372960373,0.07237221695297745,0.2503952569169961,0.1327558781002905,0.8238095238095238,0.09816943141199061,0.5628003274110454,0.17878595503701403,0.5371023903632599,0.07670981855655228,0.303545295133045,0.15811318399823338
Model-97.npz,0.5,150,0.07,0,0.6994871794871795,0.08000452332070174,0.4650197628458497,0.23534230475244536,0.8256367663344406,0.09419236139176392,0.724985227108584,0.10335041663883217,0.6453282645901454,0.1076446141936437,0.4885598249805197,0.21035393299487282
Model-103.npz,0.5,150,0.07,2.0,0.6503030303030304,0.005989179245781506,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Model-104.npz,0.5,150,0.07,3.0,0.6425174825174825,0.05603209855312754,0.3806324110671937,0.1736190472268758,0.7831672203765228,0.11550000046586452,0.6526165526418308,0.10810849800899625,0.5818998157218582,0.06501257275601394,0.4048977487073384,0.14357803562768176
Model-105.npz,0.5,150,1.0,0,0.6840093240093241,0.050817903767260045,0.3114624505928854,0.14590067345529584,0.8846068660022148,0.04579096816106517,0.7169879496977576,0.07437794960854044,0.5980346582975501,0.06896582097932631,0.39513653138312,0.1244652783158448
Model-111.npz,0.5,150,1.0,2.0,0.6503030303030304,0.005989179245781506,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Model-110.npz,0.5,150,1.0,1.0,0.6563636363636364,0.04811290452658672,0.28241106719367587,0.2468543999679691,0.8596345514950166,0.11849164516937509,0.5701289946992677,0.14696294961537568,0.5710228093443463,0.08127547310216715,0.30590579257113515,0.22737947360451485
Model-112.npz,0.5,150,1.0,3.0,0.6332867132867134,0.06530974360245609,0.27292490118577073,0.23700991990977335,0.8282392026578073,0.0941143233793602,0.597114690163224,0.16793746282058536,0.5505820519217891,0.09661053044663227,0.2981355834459283,0.2146799327375411
Model-107.npz,0.5,150,1.0,0.03,0.6870396270396271,0.04173837863625228,0.2577075098814229,0.16731603928302624,0.9175526024363233,0.0657323567149233,0.6957769227738895,0.06984966870873306,0.5876300561588731,0.065361513894403,0.3408035204108136,0.1504852182195681
Model-108.npz,0.5,150,1.0,0.05,0.6673193473193473,0.04591965731792157,0.23893280632411065,0.19585458847149093,0.898781838316722,0.09356117213894478,0.6175264489470759,0.19843944904692923,0.5688573223204163,0.06972657272036574,0.2904183832797186,0.2065332869013669
Model-106.npz,0.5,150,1.0,0.01,0.6748251748251748,0.04214771941582044,0.32430830039525693,0.1501363771508208,0.8634551495016611,0.048693233406144176,0.6940860285653006,0.10177352747722401,0.593881724948459,0.06433952423363892,0.3947651461478228,0.13602292032755145
Model-109.npz,0.5,150,1.0,0.07,0.6627039627039627,0.054489242447515414,0.2897233201581028,0.14748751148961686,0.863344407530454,0.08070719566040918,0.6061538394197645,0.15957515855371865,0.5765338638442784,0.06736081301698142,0.3558675185881068,0.15943428764361553
Model-113.npz,0.5,150,2.0,0,0.6517249417249418,0.06675059919360596,0.42569169960474307,0.16072236907167356,0.7740310077519379,0.10210128982910865,0.6547629990501578,0.11239293079154812,0.5998613536783405,0.07598735332145094,0.4494414403442537,0.11644829828434691
Model-118.npz,0.5,150,2.0,1.0,0.6395571095571095,0.06191539308886013,0.3460474308300395,0.20002977875136624,0.7974529346622369,0.058060802039689614,0.6141941223589352,0.14868221752228034,0.5717501827461382,0.09079801690225281,0.37885981992136186,0.1720971061557757
Model-120.npz,0.5,150,2.0,3.0,0.5701165501165502,0.08679100209449224,0.23735177865612647,0.24450793835568796,0.750609080841639,0.09751558441260716,0.5091241754538014,0.14367930351882072,0.4939804297488828,0.11467861328072847,0.241333186147037,0.2101875593951172
Model-119.npz,0.5,150,2.0,2.0,0.6503030303030304,0.005989179245781506,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Model-114.npz,0.5,150,2.0,0.01,0.6809790209790211,0.03593059952070204,0.39407114624505923,0.12477604177426452,0.8351052048726467,0.04970624726747936,0.7094402059012778,0.06563840659643778,0.614588175558853,0.052323028460208316,0.4547709570537785,0.09255351776415845
Model-116.npz,0.5,150,2.0,0.05,0.6441724941724942,0.07466788469859673,0.3729249011857707,0.15124982496963116,0.7904208194905868,0.08001988708664017,0.6304279980215268,0.16426397656794572,0.5816728603381789,0.08666831057399459,0.413669955925859,0.14943224264818275
Model-115.npz,0.5,150,2.0,0.03,0.6733100233100233,0.05648295706296005,0.4590909090909091,0.14956192180644143,0.7880398671096345,0.07480404979720222,0.6539899938282143,0.09142099880584877,0.6235653881002718,0.07162297519862844,0.4860347801435497,0.11886347746731402
Model-122.npz,0.5,150,3.0,0.01,0.6549417249417249,0.05488310708791892,0.5173913043478261,0.12903125580741226,0.7289036544850498,0.08023108691628357,0.6950417799255008,0.06858937404022579,0.6231474794164379,0.06252970227195569,0.5065807658456798,0.0914647762618232
Model-121.npz,0.5,150,3.0,0,0.6486480186480186,0.08765895661597715,0.4492094861660079,0.2020919859194324,0.7574197120708749,0.09497357287165718,0.64114677031765,0.12406504021404353,0.6033145991184414,0.10576090836589407,0.4580643654422832,0.1513853229964657
Model-117.npz,0.5,150,2.0,0.07,0.6716550116550117,0.04921487346682422,0.38972332015810274,0.18011706352184428,0.8226467331118494,0.07185142292366606,0.6677596417737975,0.0994703974997097,0.6061850266349761,0.07306517250367035,0.42862935958470816,0.1664862798111815
Model-126.npz,0.5,150,3.0,1.0,0.6378554778554778,0.09813775611391937,0.4642292490118577,0.20254448900063365,0.7310077519379844,0.06348703054214946,0.6326577197659098,0.17461298384239166,0.597618500474921,0.12035767694943561,0.4604321960288658,0.18351031442708332
Model-127.npz,0.5,150,3.0,2.0,0.6503030303030304,0.005989179245781506,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
Model-128.npz,0.5,150,3.0,3.0,0.6381585081585082,0.09083662463493786,0.5205533596837945,0.26433380733295553,0.7009413067552602,0.11587374644785634,0.6622135700497681,0.14077186511330037,0.6107473332195273,0.11974968345519635,0.47672115609383026,0.17089303222631733
Model-129.npz,0.2,150,0,0,0.7392773892773893,0.0633291121652545,0.6092885375494073,0.150789477770362,0.8096899224806201,0.09201719917612237,0.77582761020577,0.05880471569760342,0.7094892300150136,0.07272818447794352,0.6146138451009623,0.0964817482866184
Model-124.npz,0.5,150,3.0,0.05,0.6962937062937063,0.0504083713954158,0.5308300395256917,0.162623605973321,0.7856035437430786,0.09276476240120812,0.699400986610289,0.07803730284968344,0.6582167916343852,0.06335360921904892,0.5367974337424386,0.11300311740328663
Model-125.npz,0.5,150,3.0,0.07,0.6519114219114219,0.08144617212036041,0.4790513833992095,0.13828965772378254,0.7455703211517165,0.11977251038712676,0.6580830696098643,0.09819358531336383,0.6123108522754629,0.08025166232455963,0.4851685934374356,0.1095032594816601
Model-131.npz,0.2,150,0,0.03,0.6859207459207459,0.10378784672186761,0.47845849802371543,0.19954495641229156,0.7976744186046512,0.08496594296072017,0.6830599801277254,0.17432274836269554,0.6380664583141833,0.12213515311942574,0.5043989710176973,0.19147779698675377
Model-134.npz,0.2,150,0,1.0,0.6260372960372962,0.06757414941427581,0.25869565217391305,0.13929778495322329,0.823421926910299,0.08983059762424239,0.6171191548592965,0.16556423726175254,0.5410587895421062,0.07481465449574155,0.31045915876575425,0.16116626831082334
Model-132.npz,0.2,150,0,0.05,0.6843822843822844,0.099302504990313,0.4302371541501976,0.21181871285871828,0.8210409745293467,0.10907319624004369,0.6949681343260716,0.16784527597650806,0.6256390643397721,0.11634014093105056,0.46754549042382987,0.19987578959379088
Model-133.npz,0.2,150,0,0.07,0.6963403263403264,0.07594247116074236,0.4820158102766798,0.21815254787335409,0.8114064230343299,0.10593764736823448,0.7515242341076518,0.06661039369359262,0.646711116655505,0.09715622871099695,0.5005398318307404,0.1751352538397737
Model-130.npz,0.2,150,0,0.01,0.7331002331002331,0.06131847732986821,0.591501976284585,0.1775712320150549,0.8094684385382059,0.08245052118670201,0.7522436192051966,0.09112275166983103,0.7004852074113954,0.07948996607158465,0.5970040153935939,0.1156367495821445
Model-135.npz,0.2,150,0,2.0,0.6337296037296039,0.07024900464137888,0.2503952569169961,0.1327558781002905,0.840033222591362,0.08730915902380543,0.583853557968826,0.1683536770414757,0.545214239754179,0.07643650120412664,0.30996995344753014,0.15992719853640847
Model-136.npz,0.2,150,0,3.0,0.6306526806526808,0.06650535931838662,0.21936758893280633,0.11673135317636593,0.8519379844961239,0.08253145242265043,0.5661545397642465,0.17284222317637274,0.5356527867144653,0.07117639038701147,0.28309526781850264,0.1461627823575713
Model-137.npz,0.2,150,0.01,0,0.7193240093240094,0.06699387077222703,0.5960474308300394,0.17574315549837477,0.7859911406423035,0.08227809866411653,0.7487211053186786,0.0752708276832408,0.6910192857361716,0.0842567329253782,0.5879500208599632,0.115752004973844
Model-138.npz,0.2,150,0.01,0.01,0.7284848484848485,0.07292482582445245,0.609090909090909,0.17991311624622727,0.7928571428571428,0.09417152719169883,0.7423307902074334,0.09227314524541584,0.700974025974026,0.08780909550560423,0.6006625631076584,0.12427808994193995
Model-139.npz,0.2,150,0.01,0.03,0.6797902097902098,0.10067836536672849,0.4258893280632411,0.18753108029259602,0.816500553709856,0.08102165972374524,0.6790366105077935,0.17699916974844165,0.6211949408865485,0.11756539518480119,0.47194246415800534,0.18626843514414923
Model-141.npz,0.2,150,0.01,0.07,0.6932634032634033,0.07211327467422671,0.47351778656126486,0.2088142703982231,0.8113510520487264,0.09733364099423299,0.7222469896130159,0.10593542907370647,0.6424344193049956,0.09329232133082019,0.4954545310478159,0.1705788343309775
Model-142.npz,0.2,150,0.01,1.0,0.6275757575757577,0.06783898026493311,0.26324110671936757,0.13893941252377034,0.823421926910299,0.08983059762424239,0.6155650466823368,0.16459744192486814,0.5433315168148334,0.07485746012480535,0.31533310834558625,0.16133526921774222
Model-143.npz,0.2,150,0.01,2.0,0.6337296037296039,0.07024900464137888,0.2503952569169961,0.1327558781002905,0.840033222591362,0.08730915902380543,0.5826043184991618,0.16805607624478272,0.545214239754179,0.07643650120412664,0.30996995344753014,0.15992719853640847
Model-140.npz,0.2,150,0.01,0.05,0.6737062937062938,0.0998352161366739,0.39505928853754946,0.2213587833769957,0.823311184939092,0.11075704493203246,0.6974267811729895,0.16235529323272252,0.6091852367383207,0.11849026206564725,0.4340353688115509,0.2072908313122058
Model-144.npz,0.2,150,0.01,3.0,0.6306526806526808,0.06650535931838662,0.21936758893280633,0.11673135317636593,0.8519379844961239,0.08253145242265043,0.5665635847132308,0.17228973116231278,0.5356527867144653,0.07117639038701147,0.28309526781850264,0.1461627823575713
Model-146.npz,0.2,150,0.03,0.01,0.7085314685314685,0.08092199400289195,0.5565217391304347,0.18203115212172968,0.7903654485049834,0.08416469953573094,0.7297451621516334,0.10794134639772897,0.673443593817709,0.09757924755734641,0.561279546158863,0.1487775635648048
Model-148.npz,0.2,150,0.03,0.05,0.6644755244755245,0.09758480051025087,0.3689723320158103,0.21239690469708902,0.8229789590254706,0.10096274820584818,0.6662905597940987,0.1774033714198031,0.5959756455206404,0.11586527401864302,0.41239143484833934,0.2116175111760169
Model-145.npz,0.2,150,0.03,0,0.723962703962704,0.06853319693997259,0.5916996047430828,0.16822396280168875,0.7953488372093023,0.09800201451858626,0.7398926065508473,0.08680637844387921,0.6935242209761927,0.08015517142552729,0.5906555648652423,0.11727073413399461
Model-150.npz,0.2,150,0.03,1.0,0.6260372960372962,0.06792350805994476,0.258893280632411,0.13688963112782726,0.823421926910299,0.08983059762424239,0.6132979002797001,0.1631491255052686,0.541157603771355,0.07445982244698934,0.31123054424302216,0.15964286918853604
Model-151.npz,0.2,150,0.03,2.0,0.6337296037296039,0.07024900464137888,0.2503952569169961,0.1327558781002905,0.840033222591362,0.08730915902380543,0.5811567939980479,0.16954486928557191,0.545214239754179,0.07643650120412664,0.30996995344753014,0.15992719853640847
Model-149.npz,0.2,150,0.03,0.07,0.6917249417249418,0.06368179342725888,0.4513833992094861,0.2025285797567159,0.8207087486157253,0.08427340314554059,0.7074848222219303,0.11811162005810998,0.6360460739126057,0.08701285402445877,0.4816639445707029,0.17316553146847127
Model-152.npz,0.2,150,0.03,3.0,0.6306526806526808,0.06650535931838662,0.21936758893280633,0.11673135317636593,0.8519379844961239,0.08253145242265043,0.5666741078267874,0.17214255596961717,0.5356527867144653,0.07117639038701147,0.28309526781850264,0.1461627823575713
Model-147.npz,0.2,150,0.03,0.03,0.7055710955710957,0.0722126651908771,0.4733201581027668,0.20746894006054675,0.8305094130675525,0.09701857860610712,0.7509387898922781,0.07518291791204325,0.6519147855851597,0.09351655735846211,0.5056454075910117,0.173386511544473
Model-155.npz,0.2,150,0.05,0.03,0.6978787878787879,0.06870586961677452,0.43399209486166007,0.21559299316622044,0.8396456256921374,0.09166137775715846,0.7218046783011394,0.1208463543618806,0.6368188602768987,0.09324930962829169,0.4734726196708361,0.1859093078054588
Model-153.npz,0.2,150,0.05,0,0.7101165501165502,0.06342401621149549,0.5173913043478261,0.19277397482834577,0.8140088593576966,0.09632815426382738,0.7462169360804346,0.06826534779504032,0.6657000818527614,0.08219808431646707,0.5341798050278539,0.15707177978928305
Model-156.npz,0.2,150,0.05,0.05,0.6614219114219114,0.08906791629320848,0.33399209486166004,0.22663081715694694,0.8372093023255813,0.0938975028769017,0.6550466385653444,0.17543924919636275,0.5856006985936207,0.11279303414815156,0.3731758600876248,0.23742362865947722
Model-158.npz,0.2,150,0.05,1.0,0.6275757575757577,0.06783898026493311,0.26324110671936757,0.14029337898168548,0.823421926910299,0.08983059762424239,0.6091608341102781,0.16434647493938764,0.5433315168148333,0.07514251433363399,0.31506329685626255,0.16193743522209433
Model-154.npz,0.2,150,0.05,0.01,0.6644522144522146,0.09645682294182503,0.41699604743082996,0.18442452251698088,0.7974529346622369,0.09029131869219088,0.6679280527359396,0.1745199374054182,0.6072244910465335,0.11151383421520016,0.4543897174254317,0.178931587837748
Model-157.npz,0.2,150,0.05,0.07,0.6855710955710956,0.04863036818355331,0.4207509881422925,0.18617492404989117,0.8278516057585825,0.0798811438561358,0.6996784981112585,0.11725374722317841,0.6243012969504376,0.07161457060802921,0.45784843737007047,0.17264549951877659
Model-159.npz,0.2,150,0.05,2.0,0.6337296037296039,0.07058512542463165,0.2503952569169961,0.1327558781002905,0.840033222591362,0.08730915902380543,0.5783626383727496,0.16974078746981322,0.545214239754179,0.07677433523448435,0.3100481273061918,0.1601965987363721
Model-160.npz,0.2,150,0.05,3.0,0.6306526806526808,0.06650535931838662,0.21936758893280633,0.11673135317636593,0.8519379844961239,0.08253145242265043,0.565542394915499,0.17192409677119552,0.5356527867144653,0.07117639038701147,0.28309526781850264,0.1461627823575713
Model-163.npz,0.2,150,0.07,0.03,0.6871095571095571,0.03954001825786913,0.3681818181818182,0.19512255142239046,0.8584163898117387,0.08402063125407197,0.7073511001974095,0.12938237454808,0.6132991039967784,0.06727317818562273,0.41900268534902346,0.1800480536365563
Model-164.npz,0.2,150,0.07,0.05,0.6612121212121214,0.046394934360424696,0.2942687747035574,0.1892295328123033,0.8581949058693243,0.07785225555762208,0.6499862119680118,0.15402992239580457,0.5762318402864409,0.07185715263011001,0.3426517469942757,0.20066632216264918
Model-162.npz,0.2,150,0.07,0.01,0.6840093240093241,0.06032859202536383,0.4120553359683794,0.2063703891581495,0.8302325581395349,0.08789843560932713,0.7134176154145819,0.1226195461825423,0.6211439470539571,0.0847548500605689,0.4486547769747058,0.18261848225068897
Model-161.npz,0.2,150,0.07,0,0.6870862470862471,0.058284773083014996,0.43399209486166007,0.20755166151957066,0.8232558139534885,0.08996065940191181,0.7167639488923614,0.11349642191719068,0.6286239544075742,0.0832825228251387,0.462938750431588,0.18451118055651955
Model-165.npz,0.2,150,0.07,0.07,0.6732634032634033,0.04679338985772007,0.3851778656126482,0.18602801545555206,0.8278516057585825,0.08603142046386289,0.6894182325931568,0.1269233026396612,0.6065147356856154,0.06902852604248308,0.42485156558860615,0.16793332987187432
Model-166.npz,0.2,150,0.07,1.0,0.6275757575757577,0.06783898026493311,0.26324110671936757,0.14029337898168548,0.823421926910299,0.08983059762424239,0.6061332668006075,0.1661417932150678,0.5433315168148333,0.07514251433363399,0.31506329685626255,0.16193743522209433
Model-167.npz,0.2,150,0.07,2.0,0.6337296037296039,0.07058512542463165,0.2503952569169961,0.1327558781002905,0.840033222591362,0.08730915902380543,0.5743225261425464,0.174451624213716,0.545214239754179,0.07677433523448435,0.3100481273061918,0.1601965987363721
Model-168.npz,0.2,150,0.07,3.0,0.6306526806526808,0.06650535931838662,0.21936758893280633,0.11673135317636593,0.8519379844961239,0.08253145242265043,0.5639920073185998,0.17163186436848477,0.5356527867144653,0.07117639038701147,0.28309526781850264,0.1461627823575713
Model-170.npz,0.2,150,1.0,0.01,0.645967365967366,0.06024320280155213,0.19268774703557312,0.13403012856966856,0.8895348837209301,0.09729621257473106,0.6195974988947689,0.15837457182334352,0.5411113153782516,0.06437613914665404,0.25637542142209163,0.1571053265119762
Model-169.npz,0.2,150,1.0,0,0.6701864801864803,0.03353735628686776,0.28873517786561265,0.1535929168564903,0.8750830564784053,0.07273741403036761,0.7172155616543887,0.0685632292002821,0.5819091171720089,0.05350404012856013,0.3610881228072741,0.11511526126913088
Model-171.npz,0.2,150,1.0,0.03,0.6505594405594406,0.054790600272616605,0.2150197628458498,0.08811570169101883,0.8846622369878183,0.061409917947491455,0.627697092257254,0.1722704363952964,0.5498409999168341,0.058507912828650845,0.2978954867566526,0.11122350706347243
Model-175.npz,0.2,150,1.0,2.0,0.6717482517482518,0.03389149133627526,0.29347826086956524,0.16785451865683318,0.8754706533776302,0.07357653980220553,0.6346050057121847,0.09908333667326319,0.5844744571235976,0.05793023791594111,0.35929170147591205,0.15130620570054462
Model-174.npz,0.2,150,1.0,1.0,0.6260139860139861,0.06782913986464983,0.23715415019762842,0.12983452731744538,0.8352713178294573,0.06020038367635857,0.5886110855777185,0.1850102355770725,0.536212734013543,0.07891850288115837,0.29840124443839616,0.15724836035651005
Model-172.npz,0.2,150,1.0,0.05,0.6520745920745921,0.06366122280568387,0.2193675889328063,0.13049465627841247,0.8844961240310077,0.09203957034753533,0.6383510826887975,0.17346133399967792,0.551931856481907,0.06858213433712049,0.29256438160849924,0.1462693322244748
Model-176.npz,0.2,150,1.0,3.0,0.6640559440559441,0.02985809265676732,0.2108695652173913,0.2003996421158761,0.9088039867109634,0.08791512436966537,0.6534686749044687,0.11612590999595637,0.5598367759641774,0.06256794676732629,0.25634126984126987,0.1984090172674392
Model-180.npz,0.2,150,2.0,0.05,0.6962237762237763,0.051191783236651585,0.27964426877470355,0.2015408198294409,0.9198228128460688,0.04199501424220621,0.652179603342394,0.16748247115407666,0.5997335408103861,0.08588211143161867,0.35185679911486367,0.2206656961020983
Model-177.npz,0.2,150,2.0,0,0.6885547785547785,0.0433800034820702,0.28399209486166,0.16672640016503235,0.9057032115171649,0.0557264613781953,0.6975188108150697,0.08894073718350054,0.5948476531894126,0.06792493338591295,0.36505348653181474,0.16139932045010538
Model-173.npz,0.2,150,1.0,0.07,0.6490209790209791,0.05912701710088972,0.22391304347826085,0.12709230945851233,0.877297895902547,0.07924831951442596,0.6309112357140669,0.1870136488134284,0.550605469690404,0.06620307850184787,0.2936275331422616,0.15438082755206384
Model-179.npz,0.2,150,2.0,0.03,0.6855710955710956,0.057547009234174225,0.32747035573122524,0.14049159555624907,0.8775747508305647,0.0773263099575166,0.7176521826673495,0.10544089928290645,0.602522553280895,0.06944656488412954,0.40854863080669535,0.1385243444588288
Model-178.npz,0.2,150,2.0,0.01,0.6748251748251748,0.05396781380147747,0.31482213438735174,0.14590830258810683,0.8679955703211517,0.05893262786075216,0.7068080049374286,0.09341608399119672,0.5914088523542518,0.0704948313240988,0.389763296248865,0.14788438987060837
Model-182.npz,0.2,150,2.0,1.0,0.6502331002331002,0.06051591377082954,0.35573122529644274,0.16996966608107195,0.8092469545957917,0.08819478697875541,0.62889829247261,0.1271045548941705,0.5824890899461173,0.07523096888704833,0.39744467797272176,0.14588608824152538
Model-184.npz,0.2,150,2.0,3.0,0.6609790209790211,0.05693519837187526,0.2545454545454545,0.18236898867610601,0.8799003322259136,0.07034837414857166,0.6308495178565957,0.17968194178497537,0.5672228933856841,0.07878584299173698,0.31418930400192263,0.19178710142442654
Model-183.npz,0.2,150,2.0,2.0,0.6533566433566435,0.05704858073896995,0.38557312252964426,0.15941268125006897,0.7970653377630121,0.04400809162545733,0.6478323243995641,0.12271546562914548,0.5913192301463283,0.07752893326519739,0.42535781984286264,0.1366142825702745
Model-185.npz,0.2,150,3.0,0,0.6871561771561773,0.05681896000901553,0.43399209486166007,0.09513793760208938,0.8232558139534885,0.07233527893392241,0.7362189714565852,0.061759499158914766,0.6286239544075742,0.05905671222347306,0.49139222476179,0.08620917766420301
Model-186.npz,0.2,150,3.0,0.01,0.6762937062937063,0.06070836353985522,0.3897233201581028,0.17569336687854042,0.8304540420819491,0.05398418371572818,0.7112775158781226,0.07950275883123324,0.6100886811200259,0.08451558752484807,0.4403440130489608,0.15589444220682885
